iter	Logloss
154	0.101421196
155	0.1007765656
156	0.1002400589
157	0.09977606201
158	0.09926954651
159	0.09914805603
160	0.0986388092
161	0.09810028076
162	0.0975072937
163	0.09697523499
164	0.09646807861
165	0.09607211304
166	0.09595446777
167	0.09585703278
168	0.09538487244
169	0.09474273682
170	0.0942802887
171	0.09388217163
172	0.09350669098
173	0.09288421631
174	0.09237229919
175	0.09186443329
176	0.09133988953
177	0.09089881897
178	0.09068447876
179	0.09025094604
180	0.08990720367
181	0.0896162796
182	0.08950525665
183	0.08928237152
184	0.08892488098
185	0.08857794189
186	0.08830487823
187	0.08796836853
188	0.08756798553
189	0.08702139282
190	0.08687882996
191	0.08655810547
192	0.08614916992
193	0.08604545593
194	0.08575986481
195	0.08513578796
196	0.08494850159
197	0.08458371735
198	0.08448807526
199	0.08434141541
200	0.084127388
201	0.08354891968
202	0.08321611023
203	0.08299320221
204	0.08272251129
205	0.08248467255
206	0.08216107178
207	0.08167743683
208	0.08146530151
209	0.08112277222
210	0.08087231445
211	0.08051670837
212	0.08006826782
213	0.07998130035
214	0.07986804199
215	0.07965220642
216	0.0796003952
217	0.07947058105
218	0.07909455872
219	0.07892747498
220	0.07871891785
221	0.07838780212
222	0.07811558533
223	0.07797843933
224	0.07748581696
225	0.07704751587
226	0.07682094574
227	0.07659066772
228	0.07648410034
229	0.07623576355
230	0.07598129272
231	0.07575010681
232	0.07539814758
233	0.07525499725
234	0.07504171753
235	0.07499273682
236	0.07463597107
237	0.07443172455
238	0.07432553101
239	0.07401933289
240	0.07369207764
241	0.07337522888
242	0.07328909302
243	0.07293582916
244	0.07274403381
245	0.07242712402
246	0.07199873352
247	0.07171030426
248	0.07156518555
249	0.07152455902
250	0.07141238403
251	0.07125637054
252	0.07103152466
253	0.070962677
254	0.07082022095
255	0.0706388092
256	0.07047835541
257	0.07037648773
258	0.07019564819
259	0.07013006592
260	0.07000074005
261	0.06987007141
262	0.06952320862
263	0.06925442505
264	0.06915709686
265	0.06889250183
266	0.06866011047
267	0.06857369232
268	0.06837097168
269	0.06822468567
270	0.06810159302
271	0.0680620575
272	0.06787082672
273	0.06756754303
274	0.06740425873
275	0.0672039566
276	0.06707037354
277	0.06687423706
278	0.06654399872
279	0.06629299927
280	0.06625634003
281	0.06615660858
282	0.06595812225
283	0.06572877502
284	0.06563510132
285	0.065417099
286	0.06514188385
287	0.06487533569
288	0.06475228882
289	0.06465785217
290	0.06443966675
291	0.06424806976
292	0.06418650055
293	0.06396842194
294	0.06383209229
295	0.06364827347
296	0.06348862457
297	0.06336340332
298	0.06303789902
299	0.06291485977
300	0.06286298752
301	0.06279520416
302	0.06263939667
303	0.0624190979
304	0.06233167648
305	0.06215104294
306	0.06196739578
307	0.06186594391
308	0.06180149078
309	0.06170896149
310	0.06146940613
311	0.06119269562
312	0.06107707214
313	0.06099818039
314	0.06074229431
315	0.06067269897
316	0.06060411453
317	0.06041086578
318	0.06016495514
319	0.05988710022
320	0.05962757111
321	0.05955354309
322	0.05929696655
323	0.05910713196
324	0.0589756813
325	0.05884753799
326	0.05865647507
327	0.05851327896
328	0.05826607132
329	0.05820062256
330	0.05797028351
331	0.05794487381
332	0.05787639618
333	0.05777841949
334	0.05762744904
335	0.05751272583
336	0.05738632202
337	0.05721260834
338	0.05711711884
339	0.05683507538
340	0.05677026749
341	0.05662142563
342	0.05650786209
343	0.05626094055
344	0.05605313873
345	0.05573722076
346	0.055709198
347	0.05569120789
348	0.05558279037
349	0.05542306137
350	0.05533179855
351	0.0552906189
352	0.05508486176
353	0.05499480438
354	0.05489916611
355	0.05481534195
356	0.05458973694
357	0.05429097748
358	0.05411278915
359	0.05403572083
360	0.05389063644
361	0.05382302856
362	0.05372818756
363	0.05369520569
364	0.05364025497
365	0.05356767273
366	0.05351130676
367	0.05342178345
368	0.05330383682
369	0.05324151611
370	0.05314737701
371	0.05303883362
372	0.05280538559
373	0.05276011276
374	0.052605793
375	0.05255151749
376	0.05247654724
377	0.05241014099
378	0.05219836807
379	0.05215873718
380	0.05205605316
381	0.05196173859
382	0.05191546249
383	0.05170781708
384	0.05151599121
385	0.05132537842
386	0.05125135803
387	0.05106935883
388	0.05097607422
389	0.05086947632
390	0.0508083725
391	0.05078131866
392	0.05068759155
393	0.05055796051
394	0.05052209473
395	0.05038519669
396	0.05019286346
397	0.05005488586
398	0.05000015259
399	0.04993876648
400	0.0498680191
401	0.04976584625
402	0.04973187637
403	0.04960684967
404	0.04954870224
405	0.04934584808
406	0.04929260635
407	0.0491581459
408	0.04902057266
409	0.04892736053
410	0.04877913666
411	0.04870132065
412	0.04856931305
413	0.04847238922
414	0.04835037231
415	0.04829472733
416	0.04821876907
417	0.04806471252
418	0.04797555542
419	0.04782278442
420	0.04774091339
421	0.04764741516
422	0.04760798264
423	0.04746682739
424	0.0473062973
425	0.04725121307
426	0.04722661972
427	0.04714801025
428	0.04708530426
429	0.0469405365
430	0.04682698059
431	0.04676218033
432	0.0467252121
433	0.04663366699
434	0.0465675354
435	0.04650179672
436	0.04631807709
437	0.04621437073
438	0.04607846832
439	0.04588574219
440	0.04578215027
441	0.04575627899
442	0.04568196106
443	0.04556760406
444	0.04550872803
445	0.04547034454
446	0.04542889023
447	0.04533868408
448	0.04530357742
449	0.04525001144
450	0.04519241333
451	0.04516146088
452	0.04510494995
453	0.04506789398
454	0.04500064087
455	0.04498038483
456	0.04490319061
457	0.04480989838
458	0.04469524002
459	0.04452576447
460	0.0444174881
461	0.04434017181
462	0.04430753326
463	0.04418402863
464	0.04414674377
465	0.04412105942
466	0.04402444458
467	0.04396748352
468	0.0439090004
469	0.04386058807
470	0.04380629349
471	0.04368452454
472	0.04363801956
473	0.04358413315
474	0.04337968445
475	0.04326211166
476	0.04313400269
477	0.04297975159
478	0.04290822601
479	0.04272823334
480	0.04271665573
481	0.04268173981
482	0.04264943695
483	0.04258391953
484	0.04241975403
485	0.04236180878
486	0.04227764511
487	0.0422574234
488	0.04210851288
489	0.04204849243
490	0.04194513702
491	0.04189531326
492	0.0417877388
493	0.04171217728
494	0.04163589096
495	0.04156593323
496	0.04146008301
497	0.04128662872
498	0.0411993103
499	0.04116260147
500	0.04109022141
501	0.04099594116
502	0.04095594788
503	0.04082839203
504	0.04072969055
505	0.04059859467
506	0.04056809235
507	0.04048078156
508	0.0404194603
509	0.04033221436
510	0.04014406967
511	0.04011898804
512	0.04009014893
513	0.03994768143
514	0.03983939362
515	0.03969363403
516	0.03960850525
517	0.03955684662
518	0.03944783783
519	0.03938621902
520	0.03933218384
521	0.03927207184
522	0.0392199173
523	0.03914643097
524	0.03910798645
525	0.03899755096
526	0.03886662674
527	0.03879527283
528	0.03877740097
529	0.03873680496
530	0.03865180206
531	0.03858334351
532	0.03849905396
533	0.03841170502
534	0.03828960037
535	0.03821875763
536	0.03808426285
537	0.038036026
538	0.03799451447
539	0.03797240448
540	0.0378526001
541	0.03781440735
542	0.03771851349
543	0.03764818573
544	0.03757543945
545	0.03749436951
546	0.03745851135
547	0.03731304169
548	0.03722288132
549	0.03716621399
550	0.03706008911
551	0.03702105713
552	0.03695802307
553	0.03680406189
554	0.03678380966
555	0.03677402496
556	0.03673186493
557	0.03670570374
558	0.03663697433
559	0.036600811
560	0.03650430298
561	0.03648774338
562	0.03631346893
563	0.03624694824
564	0.03621925735
565	0.03616516113
566	0.03610422516
567	0.03605818939
568	0.03598852539
569	0.03593785858
570	0.03586191177
571	0.03583710861
572	0.03577014923
573	0.03573804092
574	0.03558981705
575	0.03547228241
576	0.03538818359
577	0.0353421402
578	0.03531700516
579	0.03525925446
580	0.03522832489
581	0.03518196106
582	0.035078022
583	0.03497206116
584	0.03484626389
585	0.03482123184
586	0.03470793152
587	0.03460014343
588	0.03450786972
589	0.03437495041
590	0.03436568451
591	0.03432021332
592	0.03430412292
593	0.03424784851
594	0.0342309494
595	0.0342089653
596	0.03418141174
597	0.03414107132
598	0.03412009048
599	0.03408222961
600	0.03401737976
601	0.0338768158
602	0.03381787109
603	0.03377959442
604	0.03368789673
605	0.03364004517
606	0.03359584808
607	0.03348165131
608	0.0334349556
609	0.03333089447
610	0.03322393036
611	0.0332039032
612	0.03314854813
613	0.03311336136
614	0.0330690155
615	0.03301739883
616	0.03288346863
617	0.03283070374
618	0.03278878021
619	0.03271813583
620	0.03267540741
621	0.03260132217
622	0.03249645615
623	0.03240258408
624	0.03229148483
625	0.03220482635
626	0.03219433975
627	0.03218274307
628	0.03213983917
629	0.0320624733
630	0.0320199585
631	0.03190970612
632	0.03185036659
633	0.03173479843
634	0.03171590424
635	0.03168835258
636	0.03164738274
637	0.03161270142
638	0.03156159782
639	0.03154329681
640	0.03147618866
641	0.03144616508
642	0.03143151855
643	0.03131936646
644	0.03122491646
645	0.03116200066
646	0.03110386467
647	0.03107693863
648	0.03099600029
649	0.03098052979
650	0.03085850906
651	0.03080715942
652	0.03077992821
653	0.03076932907
654	0.03075030136
655	0.03068289948
656	0.03053815079
657	0.03050681496
658	0.03049548149
659	0.0304057579
660	0.03036601067
661	0.03024337578
662	0.03022059441
663	0.03010327339
664	0.03007607651
665	0.02996356201
666	0.02989506149
667	0.02987799263
668	0.02980647278
669	0.02976960373
670	0.02974821472
671	0.02970633698
672	0.02968756104
673	0.02964953041
674	0.02961375427
675	0.0295965519
676	0.02957770348
677	0.02955311394
678	0.02948563766
679	0.0294719677
680	0.02936617661
681	0.02930423355
682	0.02925611496
683	0.02914946556
684	0.02912630844
685	0.02910370445
686	0.02906256294
687	0.02902592087
688	0.02901725006
689	0.02897290421
690	0.02892928696
691	0.0289074688
692	0.02883066177
693	0.02880534744
694	0.02870002174
695	0.02868683052
696	0.02866382217
697	0.02860482025
698	0.02852845764
699	0.02846932602
700	0.02834110641
701	0.02833403397
702	0.02827392578
703	0.02826094818
704	0.02823867035
705	0.0281155014
706	0.02809730721
707	0.02805081177
708	0.02802611923
709	0.02798697472
710	0.02796561432
711	0.02795179176
712	0.02784894943
713	0.0278294487
714	0.02781418419
715	0.02776413345
716	0.02771475792
717	0.02764549637
718	0.02759664726
719	0.02757691765
720	0.02755020714
721	0.02744528389
722	0.02740365601
723	0.02739090157
724	0.02736378479
725	0.02726262283
726	0.02724075317
727	0.02718890762
728	0.02710235596
729	0.02706957626
730	0.02697188568
731	0.02688984299
732	0.02688543701
733	0.02678428268
734	0.02669381905
735	0.02661357498
736	0.02656957626
737	0.0265572052
738	0.02653481483
739	0.02649949265
740	0.02645641327
741	0.02636036873
742	0.02633621979
743	0.02631540108
744	0.02629187202
745	0.02627733421
746	0.02626377106
747	0.02618116379
748	0.02613255882
749	0.02611479187
750	0.02609528923
751	0.02607581139
752	0.02604642105
753	0.02600860977
754	0.02597812271
755	0.02596766281
756	0.02587613297
757	0.02585325432
758	0.02575384331
759	0.02569293404
760	0.0256696701
761	0.02563863754
762	0.02560964966
763	0.02559262466
764	0.02558739281
765	0.0255714798
766	0.02554686737
767	0.02552079391
768	0.02549077988
769	0.02548528862
770	0.02545705032
771	0.02544501114
772	0.02542036438
773	0.02540438461
774	0.02535317612
775	0.02533601761
776	0.02532387924
777	0.02524957275
778	0.02523534393
779	0.02515213585
780	0.02506721306
781	0.02504828453
782	0.02499064064
783	0.02498493958
784	0.02493151474
785	0.02492314911
786	0.02491439819
787	0.02489235687
788	0.02486379814
789	0.02483317566
790	0.02481055069
791	0.02474795532
792	0.0247177887
793	0.02469501877
794	0.0245952034
795	0.02451512527
796	0.02444123268
797	0.02442140388
798	0.0243154068
799	0.02427867889
800	0.02426519203
801	0.0242569046
802	0.02420811272
803	0.02418034744
804	0.02416719437
805	0.02409181595
806	0.02402565765
807	0.02401271057
808	0.0239952507
809	0.02394369507
810	0.02391759491
811	0.02384166908
812	0.02382813263
813	0.02381791115
814	0.02380235672
815	0.02377405548
816	0.02372587395
817	0.02371970367
818	0.02369845963
819	0.02364165878
820	0.02356898499
821	0.0234995327
822	0.02349233818
823	0.02339375114
824	0.02338269997
825	0.02333724213
826	0.02332538414
827	0.02329658699
828	0.02328342056
829	0.02323953438
830	0.023203125
831	0.02315463638
832	0.02314370728
833	0.02310506821
834	0.02308459091
835	0.02306732941
836	0.02302782631
837	0.0229564743
838	0.02291840363
839	0.02287828445
840	0.02281819916
841	0.02279652023
842	0.02278248978
843	0.02277368736
844	0.0227605629
845	0.02275139427
846	0.02273090363
847	0.02272647858
848	0.02270211983
849	0.02269669724
850	0.0226838665
851	0.02266484642
852	0.0226505909
853	0.022635746
854	0.0226296711
855	0.02256272316
856	0.02253749084
857	0.02252018356
858	0.02250093079
859	0.02247099495
860	0.02236981201
861	0.02229164886
862	0.02225618935
863	0.02219288254
864	0.02213663864
865	0.02212924767
866	0.02211166573
867	0.02209632111
868	0.02209180832
869	0.02207777214
870	0.02206909561
871	0.02206221581
872	0.02204472351
873	0.02196225548
874	0.02193296814
875	0.02192260742
876	0.02185949326
877	0.02184743309
878	0.02182597733
879	0.02180799866
880	0.02174594498
881	0.02174032593
882	0.0217200222
883	0.02166103745
884	0.02164812469
885	0.02164002991
886	0.02162226868
887	0.02159971809
888	0.02159604645
889	0.02156326866
890	0.02155051804
891	0.0214961586
892	0.02147590828
893	0.02147183228
894	0.02143264771
895	0.02141398621
896	0.02140775871
897	0.02137859726
898	0.02137246323
899	0.02136070633
900	0.02135654068
901	0.02128673172
902	0.02127539063
903	0.02127030182
904	0.02124666214
905	0.02123879242
906	0.0212206192
907	0.02118890953
908	0.021171875
909	0.02115661621
910	0.02110311127
911	0.02106307602
912	0.0209932785
913	0.0209848175
914	0.02091656494
915	0.02089669418
916	0.02089320755
917	0.02085625076
918	0.0208295517
919	0.02078655624
920	0.02075542259
921	0.02074312401
922	0.02073243904
923	0.02070912552
924	0.02069451141
925	0.02069120407
926	0.02064410973
927	0.02058398437
928	0.02057111931
929	0.02053918266
930	0.02052853966
931	0.02051029396
932	0.02049816704
933	0.02049255753
934	0.02048674011
935	0.02043441582
936	0.02042068291
937	0.02039533997
938	0.02036464691
939	0.02033879089
940	0.02033528137
941	0.02033038139
942	0.02031986237
943	0.02028347397
944	0.02022905731
945	0.02021673584
946	0.02020351791
947	0.02019465637
948	0.02017801666
949	0.02015930557
950	0.02014864349
951	0.02008721542
952	0.02007221603
953	0.02006139946
954	0.02002708817
955	0.0199787178
956	0.01990459061
957	0.01987792969
958	0.01986210823
959	0.01984959793
960	0.01983844757
961	0.01978599167
962	0.01976089096
963	0.01974830246
964	0.01974332047
965	0.01972648239
966	0.01970106888
967	0.01969404984
968	0.01967907333
969	0.01966306686
970	0.01965207672
971	0.01962470055
972	0.0195923233
973	0.01958542633
974	0.01954069138
975	0.01952789497
976	0.01951350021
977	0.01947815132
978	0.01947373199
979	0.01944168854
980	0.01943146896
981	0.0194192009
982	0.01940704155
983	0.0193506546
984	0.0193351326
985	0.019324543
986	0.01931481171
987	0.01928197289
988	0.01927635193
989	0.01924265862
990	0.01921352005
991	0.01920170975
992	0.01918876076
993	0.01917845345
994	0.01915916824
995	0.01913473892
996	0.01912390327
997	0.01907462883
998	0.01907074738
999	0.01902616501
